更新时间,#genre#
电视指南,http://49.86.209.44:8800/rtp/239.49.1.60:6000$江苏电信组播源|1920x1080
电视指南,http://114.232.146.116:7777/rtp/239.49.1.60:6000$江苏电信组播源|1920x1080
世界地理,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.200:80/PLTV/4/224/3221228680/1.m3u8?accountinfo=iqf%2B%2FzVl%2BDwUCM587YmhVxYnN9tz7M5yQyLT6YcSOlC3sKM6ExysDo0g3A9CbIkxKC%2FWpogN2oDXZwE5U7VLVlZh%2Fit2Go0ns93wVa3gyyM9IWVIwKzNTTXWP6IWBZgKFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024046%2C-1%2C36.156.32.22%2C20241026024046%2CG_SHIJIEDL-CQ%2C1734227797283_6F%3A4B%3AE6%3A16%3A74%3AD4%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436223_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_SHIJIEDL-CQ%2FG_SHIJIEDL-CQ&icpid=88888888&from=5&popid=5&hms_devid=123&prioritypopid=5$订阅源
世界地理,http://112.234.23.81:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
世界地理,http://121.233.190.83:8600/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://49.79.76.196:4000/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://49.86.209.44:8800/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://114.232.146.116:7777/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://121.224.240.233:8887/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://180.103.165.76:8888/rtp/239.49.9.8:6000$江苏电信组播源|1920x1080
世界地理,http://121.233.190.83:8600/rtp/239.49.1.63:6000$江苏电信组播源|1920x1080
世界地理,http://49.79.76.196:4000/rtp/239.49.1.63:6000$江苏电信组播源|1920x1080
世界地理,http://49.86.209.44:8800/rtp/239.49.1.63:6000$江苏电信组播源|1920x1080
世界地理,http://114.232.146.116:7777/rtp/239.49.1.63:6000$江苏电信组播源|1920x1080
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
兵器科技,http://121.233.190.83:8600/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://49.79.76.196:4000/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://49.86.209.44:8800/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://114.232.146.116:7777/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://121.224.240.233:8887/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://180.103.165.76:8888/rtp/239.49.9.9:6000$江苏电信组播源|1920x1080
兵器科技,http://121.233.190.83:8600/rtp/239.49.1.64:6000$江苏电信组播源|1920x1080
兵器科技,http://49.79.76.196:4000/rtp/239.49.1.64:6000$江苏电信组播源|1920x1080
兵器科技,http://49.86.209.44:8800/rtp/239.49.1.64:6000$江苏电信组播源|1920x1080
兵器科技,http://114.232.146.116:7777/rtp/239.49.1.64:6000$江苏电信组播源|1920x1080
📡卫视频道,#genre#
广东卫视,http://58.51.111.46:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226180/index.m3u8$订阅源
广东卫视,http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://119.163.63.188:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://113.25.70.59:8891/udp/239.1.1.49:8049$订阅源|1920x1080
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://119.163.57.184:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
广东卫视,http://101.68.81.44:9999/rtp/233.50.201.102:5140$浙江联通组播源|1920x1080
广东卫视,http://60.189.165.36:5555/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://120.55.49.231:3095/rtp/233.50.200.187:5140$浙江电信组播源
广东卫视,http://115.220.243.30:9999/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://115.230.188.101:9999/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://60.189.165.36:5555/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://120.55.49.231:3095/rtp/233.50.201.56:5140$浙江电信组播源
广东卫视,http://115.220.243.30:9999/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://115.230.188.101:9999/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://121.233.190.83:8600/rtp/239.49.1.39:6000$江苏电信组播源|1920x1080
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$订阅源
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$订阅源
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265031/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=3$1920x1080|订阅源|1920x1080
浙江卫视,http://210.22.75.86:9901/tsfile/live/0124_1.m3u8?key=txiptv$订阅源
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000007275/1.m3u8$订阅源
浙江卫视,http://122.139.47.206:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源|1920x1080
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$订阅源
浙江卫视,http://60.223.224.176:8888/newlive/live/hls/23/live.m3u8$订阅源|1920x1080
浙江卫视,http://219.159.194.66:8181/tsfile/live/0124_1.m3u8$订阅源|1920x1080
浙江卫视,http://171.8.138.74:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
浙江卫视,http://219.159.194.108:8181/tsfile/live/0124_1.m3u8$订阅源
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$订阅源
浙江卫视,http://101.68.81.44:9999/rtp/233.50.201.100:5140$浙江联通组播源|1920x1080
浙江卫视,http://60.189.165.36:5555/rtp/233.50.200.231:5140$浙江电信组播源|1920x1080
浙江卫视,http://120.55.49.231:3095/rtp/233.50.200.231:5140$浙江电信组播源
浙江卫视,http://115.220.243.30:9999/rtp/233.50.200.231:5140$浙江电信组播源|1920x1080
浙江卫视,http://115.230.188.101:9999/rtp/233.50.200.231:5140$浙江电信组播源|1920x1080
浙江卫视,http://60.189.165.36:5555/rtp/233.50.201.100:5140$浙江电信组播源|1920x1080
浙江卫视,http://120.55.49.231:3095/rtp/233.50.201.100:5140$浙江电信组播源
浙江卫视,http://115.220.243.30:9999/rtp/233.50.201.100:5140$浙江电信组播源|1920x1080
浙江卫视,http://115.230.188.101:9999/rtp/233.50.201.100:5140$浙江电信组播源|1920x1080
浙江卫视,http://121.233.190.83:8600/rtp/239.49.1.34:6000$江苏电信组播源|1920x1080
湖南卫视,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://222.218.158.86:8181/tsfile/live/0128_1.m3u8$订阅源|1920x1080
湖南卫视,http://111.14.181.15:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8$订阅源
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030452/1.m3u8$订阅源
湖南卫视,http://202.103.213.10:8888/udp/239.81.0.110:4056$订阅源|1920x1080
湖南卫视,http://112.234.23.81:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://39.98.201.151:9090/udp/225.1.8.41:8012$订阅源
湖南卫视,http://61.157.139.15:9901/tsfile/live/2391_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://121.24.99.16:8090/hls/56/index.m3u8$订阅源
湖南卫视,http://101.68.81.44:9999/rtp/233.50.201.103:5140$浙江联通组播源|1920x1080
湖南卫视,http://60.189.165.36:5555/rtp/233.50.201.103:5140$浙江电信组播源|1920x1080
湖南卫视,http://120.55.49.231:3095/rtp/233.50.201.103:5140$浙江电信组播源
湖南卫视,http://115.220.243.30:9999/rtp/233.50.201.103:5140$浙江电信组播源|1920x1080
湖南卫视,http://115.230.188.101:9999/rtp/233.50.201.103:5140$浙江电信组播源|1920x1080
湖南卫视,http://60.189.165.36:5555/rtp/233.50.201.52:5140$浙江电信组播源|1920x1080
湖南卫视,http://120.55.49.231:3095/rtp/233.50.201.52:5140$浙江电信组播源
湖南卫视,http://115.220.243.30:9999/rtp/233.50.201.52:5140$浙江电信组播源|1920x1080
湖南卫视,http://115.230.188.101:9999/rtp/233.50.201.52:5140$浙江电信组播源|1920x1080
湖南卫视,http://121.233.190.83:8600/rtp/239.49.1.38:6000$江苏电信组播源|1920x1080
北京卫视,http://60.223.224.176:8888/newlive/live/hls/18/live.m3u8$订阅源|1920x1080
北京卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265027/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=no$订阅源|1920x1080
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226450/index.m3u8$订阅源
北京卫视,http://120.224.178.16:9901/tsfile/live/0126_1.m3u8$订阅源
北京卫视,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/99.m3u8$订阅源
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226450/index.m3u8$订阅源
北京卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002145/index.m3u8$订阅源
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8$订阅源
北京卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$订阅源
北京卫视,http://101.68.81.44:9999/rtp/233.50.201.107:5140$浙江联通组播源|1920x1080
北京卫视,http://60.189.165.36:5555/rtp/233.50.201.107:5140$浙江电信组播源|1920x1080
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.107:5140$浙江电信组播源
北京卫视,http://115.220.243.30:9999/rtp/233.50.201.107:5140$浙江电信组播源|1920x1080
北京卫视,http://115.230.188.101:9999/rtp/233.50.201.107:5140$浙江电信组播源|1920x1080
北京卫视,http://60.189.165.36:5555/rtp/233.50.201.40:5140$浙江电信组播源|1920x1080
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.40:5140$浙江电信组播源
北京卫视,http://115.220.243.30:9999/rtp/233.50.201.40:5140$浙江电信组播源|1920x1080
北京卫视,http://115.230.188.101:9999/rtp/233.50.201.40:5140$浙江电信组播源|1920x1080
北京卫视,http://121.233.190.83:8600/rtp/239.49.1.33:6000$江苏电信组播源|1920x1080
湖北卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002204/index.m3u8$订阅源
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010223/index.m3u8$订阅源
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010057/1.m3u8$订阅源
湖北卫视,http://202.103.213.10:8888/udp/239.81.0.41:4056$订阅源|1920x1080
湖北卫视,http://118.122.189.74:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://222.218.158.86:8181/tsfile/live/0132_1.m3u8$订阅源|1920x1080
湖北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225627/2.m3u8$订阅源
湖北卫视,http://220.164.192.48:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
湖北卫视,http://121.24.98.232:8090/hls/57/index.m3u8$订阅源
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000024621/1.m3u8$订阅源
湖北卫视,http://101.68.81.44:9999/rtp/233.50.201.114:5140$浙江联通组播源|1920x1080
湖北卫视,http://60.189.165.36:5555/rtp/233.50.201.114:5140$浙江电信组播源|1920x1080
湖北卫视,http://120.55.49.231:3095/rtp/233.50.201.114:5140$浙江电信组播源
湖北卫视,http://115.220.243.30:9999/rtp/233.50.201.114:5140$浙江电信组播源|1920x1080
湖北卫视,http://115.230.188.101:9999/rtp/233.50.201.114:5140$浙江电信组播源|1920x1080
湖北卫视,http://60.189.165.36:5555/rtp/233.50.201.43:5140$浙江电信组播源|1920x1080
湖北卫视,http://120.55.49.231:3095/rtp/233.50.201.43:5140$浙江电信组播源
湖北卫视,http://115.220.243.30:9999/rtp/233.50.201.43:5140$浙江电信组播源|1920x1080
湖北卫视,http://115.230.188.101:9999/rtp/233.50.201.43:5140$浙江电信组播源|1920x1080
湖北卫视,http://121.233.190.83:8600/rtp/239.49.1.48:6000$江苏电信组播源|1920x1080
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$订阅源
黑龙江卫视,http://124.205.11.239:91/live/HLJWShd-8M/live.m3u8$订阅源
黑龙江卫视,http://58.57.21.166:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://111.61.236.247:9081/hls/34/index.m3u8$订阅源
黑龙江卫视,http://116.128.242.83:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://39.98.201.151:9090/udp/225.1.8.42:8016$订阅源
黑龙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226327/index.m3u8$订阅源
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001925/1.m3u8$订阅源
黑龙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265029/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265029&livemode=1&stbId=3$订阅源|1920x1080
黑龙江卫视,http://115.234.227.164:8808/udp/233.50.200.189:5140$订阅源|1920x1080
黑龙江卫视,http://101.68.81.44:9999/rtp/233.50.201.115:5140$浙江联通组播源|1920x1080
黑龙江卫视,http://60.189.165.36:5555/rtp/233.50.201.115:5140$浙江电信组播源|1920x1080
黑龙江卫视,http://120.55.49.231:3095/rtp/233.50.201.115:5140$浙江电信组播源
黑龙江卫视,http://115.220.243.30:9999/rtp/233.50.201.115:5140$浙江电信组播源|1920x1080
黑龙江卫视,http://115.230.188.101:9999/rtp/233.50.201.115:5140$浙江电信组播源|1920x1080
黑龙江卫视,http://60.189.165.36:5555/rtp/233.50.201.42:5140$浙江电信组播源|1920x1080
黑龙江卫视,http://120.55.49.231:3095/rtp/233.50.201.42:5140$浙江电信组播源
黑龙江卫视,http://115.220.243.30:9999/rtp/233.50.201.42:5140$浙江电信组播源|1920x1080
黑龙江卫视,http://115.230.188.101:9999/rtp/233.50.201.42:5140$浙江电信组播源|1920x1080
黑龙江卫视,http://121.233.190.83:8600/rtp/239.49.1.50:6000$江苏电信组播源|1920x1080
安徽卫视,http://121.24.98.154:8090/hls/81/index.m3u8$订阅源
安徽卫视,http://119.163.57.184:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://gmxw.7766.org:808/hls/40/index.m3u8$订阅源
安徽卫视,http://121.24.98.232:8090/hls/81/index.m3u8$订阅源
安徽卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8$订阅源
安徽卫视,http://39.98.201.151:9090/udp/225.1.8.52:8064$订阅源
安徽卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226205/index.m3u8$订阅源
安徽卫视,http://123.166.61.70:8003/hls/55/index.m3u8$订阅源
安徽卫视,http://113.57.20.158:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226391/index.m3u8$订阅源
安徽卫视,http://101.68.81.44:9999/rtp/233.50.201.113:5140$浙江联通组播源|1920x1080
安徽卫视,http://60.189.165.36:5555/rtp/233.50.201.113:5140$浙江电信组播源|1920x1080
安徽卫视,http://120.55.49.231:3095/rtp/233.50.201.113:5140$浙江电信组播源
安徽卫视,http://115.220.243.30:9999/rtp/233.50.201.113:5140$浙江电信组播源|1920x1080
安徽卫视,http://115.230.188.101:9999/rtp/233.50.201.113:5140$浙江电信组播源|1920x1080
安徽卫视,http://60.189.165.36:5555/rtp/233.50.201.62:5140$浙江电信组播源|1920x1080
安徽卫视,http://120.55.49.231:3095/rtp/233.50.201.62:5140$浙江电信组播源
安徽卫视,http://115.220.243.30:9999/rtp/233.50.201.62:5140$浙江电信组播源|1920x1080
安徽卫视,http://115.230.188.101:9999/rtp/233.50.201.62:5140$浙江电信组播源|1920x1080
安徽卫视,http://121.233.190.83:8600/rtp/239.49.1.36:6000$江苏电信组播源|1920x1080
重庆卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000523/index.m3u8?IAS$订阅源
重庆卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002218/index.m3u8$订阅源
重庆卫视,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225963/main.m3u8$订阅源
重庆卫视,http://115.234.227.164:8808/udp/233.50.201.143:5140$订阅源|1920x1080
重庆卫视,http://210.22.75.86:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://110.177.146.171:888/udp/239.1.1.36:8036$订阅源|1920x1080
重庆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源
重庆卫视,http://61.163.181.78:9901/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://202.103.213.10:8888/udp/239.81.0.47:4056$订阅源|1920x1080
重庆卫视,http://101.68.81.44:9999/rtp/233.50.201.143:5140$浙江联通组播源|1920x1080
重庆卫视,http://60.189.165.36:5555/rtp/233.50.201.143:5140$浙江电信组播源|1920x1080
重庆卫视,http://120.55.49.231:3095/rtp/233.50.201.143:5140$浙江电信组播源
重庆卫视,http://115.220.243.30:9999/rtp/233.50.201.143:5140$浙江电信组播源|1920x1080
重庆卫视,http://115.230.188.101:9999/rtp/233.50.201.143:5140$浙江电信组播源|1920x1080
重庆卫视,http://60.189.165.36:5555/rtp/233.50.201.66:5140$浙江电信组播源|1920x1080
重庆卫视,http://120.55.49.231:3095/rtp/233.50.201.66:5140$浙江电信组播源
重庆卫视,http://115.220.243.30:9999/rtp/233.50.201.66:5140$浙江电信组播源|1920x1080
重庆卫视,http://115.230.188.101:9999/rtp/233.50.201.66:5140$浙江电信组播源|1920x1080
重庆卫视,http://121.233.190.83:8600/rtp/239.49.1.42:6000$江苏电信组播源|1920x1080
东方卫视,http://58.57.21.166:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://210.22.75.86:9901/tsfile/live/0107_1.m3u8?key=txiptv$订阅源
东方卫视,http://[2409:8087:1a01:df::4019]/TVOD/88888888/224/3221225672/main.m3u8$订阅源
东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226155/index.m3u8$订阅源
东方卫视,http://123.182.60.29:9002/hls/41/index.m3u8$订阅源
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8$订阅源
东方卫视,http://36.40.237.49:9999/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源|1920x1080
东方卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000518/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000518$订阅源
东方卫视,http://101.68.81.44:9999/rtp/233.50.201.125:5140$浙江联通组播源|1920x1080
东方卫视,http://60.189.165.36:5555/rtp/233.50.201.125:5140$浙江电信组播源|1920x1080
东方卫视,http://120.55.49.231:3095/rtp/233.50.201.125:5140$浙江电信组播源
东方卫视,http://115.220.243.30:9999/rtp/233.50.201.125:5140$浙江电信组播源|1920x1080
东方卫视,http://115.230.188.101:9999/rtp/233.50.201.125:5140$浙江电信组播源|1920x1080
东方卫视,http://60.189.165.36:5555/rtp/233.50.201.68:5140$浙江电信组播源|1920x1080
东方卫视,http://120.55.49.231:3095/rtp/233.50.201.68:5140$浙江电信组播源
东方卫视,http://115.220.243.30:9999/rtp/233.50.201.68:5140$浙江电信组播源|1920x1080
东方卫视,http://115.230.188.101:9999/rtp/233.50.201.68:5140$浙江电信组播源|1920x1080
东方卫视,http://121.233.190.83:8600/rtp/239.49.1.32:6000$江苏电信组播源|1920x1080
东南卫视,http://58.57.21.166:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$订阅源
东南卫视,http://111.61.236.247:9081/hls/42/index.m3u8$订阅源
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://59.48.75.130:3052/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://112.234.23.81:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86$订阅源
东南卫视,http://110.177.146.171:888/udp/239.1.1.33:8033$订阅源|1920x1080
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://101.68.81.44:9999/rtp/233.50.201.146:5140$浙江联通组播源|1920x1080
东南卫视,http://60.189.165.36:5555/rtp/233.50.201.146:5140$浙江电信组播源|1920x1080
东南卫视,http://120.55.49.231:3095/rtp/233.50.201.146:5140$浙江电信组播源
东南卫视,http://115.220.243.30:9999/rtp/233.50.201.146:5140$浙江电信组播源|1920x1080
东南卫视,http://115.230.188.101:9999/rtp/233.50.201.146:5140$浙江电信组播源|1920x1080
东南卫视,http://60.189.165.36:5555/rtp/233.50.201.58:5140$浙江电信组播源|1920x1080
东南卫视,http://120.55.49.231:3095/rtp/233.50.201.58:5140$浙江电信组播源
东南卫视,http://115.220.243.30:9999/rtp/233.50.201.58:5140$浙江电信组播源|1920x1080
东南卫视,http://115.230.188.101:9999/rtp/233.50.201.58:5140$浙江电信组播源|1920x1080
东南卫视,http://121.233.190.83:8600/rtp/239.49.1.45:6000$江苏电信组播源|1920x1080
甘肃卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225633/2.m3u8$订阅源
甘肃卫视,http://118.122.189.74:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$订阅源|1920x1080
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031121/1.m3u8?channel-id=bestzb&Contentid=5000000011000031121&livemode=1&stbId=3$订阅源|1920x1080
甘肃卫视,http://221.213.69.82:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
甘肃卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002160/index.m3u8$订阅源
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8$订阅源
甘肃卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002160/index.m3u8$订阅源
甘肃卫视,http://101.68.81.44:9999/rtp/233.50.201.149:5140$浙江联通组播源|1920x1080
甘肃卫视,http://121.233.190.83:8600/rtp/239.49.1.238:6000$江苏电信组播源|1920x1080
甘肃卫视,http://49.79.76.196:4000/rtp/239.49.1.238:6000$江苏电信组播源|1920x1080
甘肃卫视,http://49.86.209.44:8800/rtp/239.49.1.238:6000$江苏电信组播源|1920x1080
甘肃卫视,http://114.232.146.116:7777/rtp/239.49.1.238:6000$江苏电信组播源|1920x1080
甘肃卫视,http://121.224.240.233:8887/rtp/239.49.1.238:6000$江苏电信组播源|1920x1080
甘肃卫视,http://180.103.165.76:8888/rtp/239.49.1.238:6000$江苏电信组播源|1920x1080
甘肃卫视,http://118.249.23.8:9999/rtp/239.76.253.94:9000$湖南电信组播源|1920x1080
甘肃卫视,http://118.249.23.10:9999/rtp/239.76.253.94:9000$湖南电信组播源|1920x1080
甘肃卫视,http://220.168.240.238:9999/rtp/239.76.253.94:9000$湖南电信组播源|1920x1080
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8$订阅源
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226549/2.m3u8$订阅源
广西卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031118/index.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=no$订阅源|1920x1080
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226549/index.m3u8$订阅源
广西卫视,http://58.48.37.158:1111/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://119.163.63.188:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://58.57.21.166:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
